-6.000000000000e+00 		 1.800000000000e+01
-5.988000000000e+00 		 1.792807200000e+01
-5.976000000000e+00 		 1.785628800000e+01
-5.964000000000e+00 		 1.778464800000e+01
-5.952000000000e+00 		 1.771315200000e+01
-5.940000000000e+00 		 1.764180000000e+01
-5.928000000000e+00 		 1.757059200000e+01
-5.916000000000e+00 		 1.749952800000e+01
-5.904000000000e+00 		 1.742860800000e+01
-5.892000000000e+00 		 1.735783200000e+01
-5.880000000000e+00 		 1.728720000000e+01
-5.868000000000e+00 		 1.721671200000e+01
-5.856000000000e+00 		 1.714636800000e+01
-5.844000000000e+00 		 1.707616800000e+01
-5.832000000000e+00 		 1.700611200000e+01
-5.820000000000e+00 		 1.693620000000e+01
-5.808000000000e+00 		 1.686643200000e+01
-5.796000000000e+00 		 1.679680800000e+01
-5.784000000000e+00 		 1.672732800000e+01
-5.772000000000e+00 		 1.665799200000e+01
-5.760000000000e+00 		 1.658880000000e+01
-5.748000000000e+00 		 1.651975200000e+01
-5.736000000000e+00 		 1.645084800000e+01
-5.724000000000e+00 		 1.638208800000e+01
-5.712000000000e+00 		 1.631347200000e+01
-5.700000000000e+00 		 1.624500000000e+01
-5.688000000000e+00 		 1.617667200000e+01
-5.676000000000e+00 		 1.610848800000e+01
-5.664000000000e+00 		 1.604044800000e+01
-5.652000000000e+00 		 1.597255200000e+01
-5.640000000000e+00 		 1.590480000000e+01
-5.628000000000e+00 		 1.583719200000e+01
-5.616000000000e+00 		 1.576972800000e+01
-5.604000000000e+00 		 1.570240800000e+01
-5.592000000000e+00 		 1.563523200000e+01
-5.580000000000e+00 		 1.556820000000e+01
-5.568000000000e+00 		 1.550131200000e+01
-5.556000000000e+00 		 1.543456800000e+01
-5.544000000000e+00 		 1.536796800000e+01
-5.532000000000e+00 		 1.530151200000e+01
-5.520000000000e+00 		 1.523520000000e+01
-5.508000000000e+00 		 1.516903200000e+01
-5.496000000000e+00 		 1.510300800000e+01
-5.484000000000e+00 		 1.503712800000e+01
-5.472000000000e+00 		 1.497139200000e+01
-5.460000000000e+00 		 1.490580000000e+01
-5.448000000000e+00 		 1.484035200000e+01
-5.436000000000e+00 		 1.477504800000e+01
-5.424000000000e+00 		 1.470988800000e+01
-5.412000000000e+00 		 1.464487200000e+01
-5.400000000000e+00 		 1.458000000000e+01
-5.388000000000e+00 		 1.451527200000e+01
-5.376000000000e+00 		 1.445068800000e+01
-5.364000000000e+00 		 1.438624800000e+01
-5.352000000000e+00 		 1.432195200000e+01
-5.340000000000e+00 		 1.425780000000e+01
-5.328000000000e+00 		 1.419379200000e+01
-5.316000000000e+00 		 1.412992800000e+01
-5.304000000000e+00 		 1.406620800000e+01
-5.292000000000e+00 		 1.400263200000e+01
-5.280000000000e+00 		 1.393920000000e+01
-5.268000000000e+00 		 1.387591200000e+01
-5.256000000000e+00 		 1.381276800000e+01
-5.244000000000e+00 		 1.374976800000e+01
-5.232000000000e+00 		 1.368691200000e+01
-5.220000000000e+00 		 1.362420000000e+01
-5.208000000000e+00 		 1.356163200000e+01
-5.196000000000e+00 		 1.349920800000e+01
-5.184000000000e+00 		 1.343692800000e+01
-5.172000000000e+00 		 1.337479200000e+01
-5.160000000000e+00 		 1.331280000000e+01
-5.148000000000e+00 		 1.325095200000e+01
-5.136000000000e+00 		 1.318924800000e+01
-5.124000000000e+00 		 1.312768800000e+01
-5.112000000000e+00 		 1.306627200000e+01
-5.100000000000e+00 		 1.300500000000e+01
-5.088000000000e+00 		 1.294387200000e+01
-5.076000000000e+00 		 1.288288800000e+01
-5.064000000000e+00 		 1.282204800000e+01
-5.052000000000e+00 		 1.276135200000e+01
-5.040000000000e+00 		 1.270080000000e+01
-5.028000000000e+00 		 1.264039200000e+01
-5.016000000000e+00 		 1.258012800000e+01
-5.004000000000e+00 		 1.252000800000e+01
-4.992000000000e+00 		 1.246003200000e+01
-4.980000000000e+00 		 1.240020000000e+01
-4.968000000000e+00 		 1.234051200000e+01
-4.956000000000e+00 		 1.228096800000e+01
-4.944000000000e+00 		 1.222156800000e+01
-4.932000000000e+00 		 1.216231200000e+01
-4.920000000000e+00 		 1.210320000000e+01
-4.908000000000e+00 		 1.204423200000e+01
-4.896000000000e+00 		 1.198540800000e+01
-4.884000000000e+00 		 1.192672800000e+01
-4.872000000000e+00 		 1.186819200000e+01
-4.860000000000e+00 		 1.180980000000e+01
-4.848000000000e+00 		 1.175155200000e+01
-4.836000000000e+00 		 1.169344800000e+01
-4.824000000000e+00 		 1.163548800000e+01
-4.812000000000e+00 		 1.157767200000e+01
-4.800000000000e+00 		 1.152000000000e+01
-4.788000000000e+00 		 1.146247200000e+01
-4.776000000000e+00 		 1.140508800000e+01
-4.764000000000e+00 		 1.134784800000e+01
-4.752000000000e+00 		 1.129075200000e+01
-4.740000000000e+00 		 1.123380000000e+01
-4.728000000000e+00 		 1.117699200000e+01
-4.716000000000e+00 		 1.112032800000e+01
-4.704000000000e+00 		 1.106380800000e+01
-4.692000000000e+00 		 1.100743200000e+01
-4.680000000000e+00 		 1.095120000000e+01
-4.668000000000e+00 		 1.089511200000e+01
-4.656000000000e+00 		 1.083916800000e+01
-4.644000000000e+00 		 1.078336800000e+01
-4.632000000000e+00 		 1.072771200000e+01
-4.620000000000e+00 		 1.067220000000e+01
-4.608000000000e+00 		 1.061683200000e+01
-4.596000000000e+00 		 1.056160800000e+01
-4.584000000000e+00 		 1.050652800000e+01
-4.572000000000e+00 		 1.045159200000e+01
-4.560000000000e+00 		 1.039680000000e+01
